,Date,BZ=F,IMOEX.ME,USDRUB=X,Key_rate,Euro,Dollar,Gold
0,2017-01-09,54.93999862670898,2211.25,59.56499862670898,10.0,63.0176,59.8495,2264.82
1,2017-01-10,53.63999938964844,2237.489990234375,60.102500915527344,10.0,63.5227,59.9672,2280.67
2,2017-01-11,55.09999847412109,2218.610107421875,60.13999938964844,10.0,63.3733,60.143,2297.0
3,2017-01-12,56.0099983215332,2212.0,59.778099060058594,10.0,63.1847,59.3784,2308.2
4,2017-01-13,55.45000076293945,2195.18994140625,59.432498931884766,10.0,63.1565,59.3602,2283.58
5,2017-01-16,,2189.070068359375,59.637001037597656,10.0,63.1439,,2304.95
6,2017-01-17,55.470001220703125,2178.72998046875,59.78200149536133,10.0,63.2408,59.2569,2325.18
7,2017-01-18,53.91999816894531,2170.090087890625,59.33000183105469,10.0,63.2421,59.2012,2307.12
8,2017-01-19,54.15999984741211,2162.25,59.52320098876953,10.0,63.4713,59.6524,2296.25
9,2017-01-20,55.4900016784668,2159.9599609375,59.65999984741211,10.0,63.6012,59.676,2300.38
10,2017-01-23,55.22999954223633,2146.090087890625,59.799800872802734,10.0,63.791,59.432,2322.0
11,2017-01-24,55.43999862670898,2174.590087890625,59.510101318359375,10.0,63.5884,59.2089,2309.96
12,2017-01-25,55.08000183105469,2176.0,59.13980102539063,10.0,63.5633,59.1957,2288.67
13,2017-01-26,56.2400016784668,2229.199951171875,59.56679916381836,10.0,64.1418,59.8843,2284.59
14,2017-01-27,55.52000045776367,2266.050048828125,60.27930068969727,10.0,64.2317,60.0907,2296.54
15,2017-01-30,55.22999954223633,2234.139892578125,59.77750015258789,10.0,64.2533,60.0303,2301.46
16,2017-01-31,55.70000076293945,2217.389892578125,59.718299865722656,10.0,64.2999,60.0484,2315.82
17,2017-02-01,55.65999984741211,2231.679931640625,60.15549850463867,10.0,65.0206,60.2421,2346.2
18,2017-02-02,56.560001373291016,2217.56005859375,60.091400146484375,10.0,64.6002,59.7856,2360.69
19,2017-02-03,56.810001373291016,2226.610107421875,59.3661994934082,10.0,63.8069,59.3183,2313.26
20,2017-02-06,55.720001220703125,2210.510009765625,58.94609832763672,10.0,63.1428,58.7654,2306.41
21,2017-02-07,55.04999923706055,2218.77001953125,58.90010070800781,10.0,63.2679,59.2583,2342.73
22,2017-02-08,55.119998931884766,2189.610107421875,59.44260025024414,10.0,63.3431,59.4282,2364.18
23,2017-02-09,55.630001068115234,2173.97998046875,59.173099517822266,10.0,63.019,58.9339,2356.4
24,2017-02-10,56.70000076293945,2162.18994140625,58.96120071411133,10.0,62.5479,58.694,2319.04
25,2017-02-13,55.59000015258789,2161.489990234375,58.2223014831543,10.0,61.726,58.0093,2294.96
26,2017-02-14,55.970001220703125,2141.5,57.92559814453125,10.0,61.1974,57.5701,2282.65
27,2017-02-15,55.75,2137.080078125,57.03969955444336,10.0,60.2915,57.1434,2236.21
28,2017-02-16,55.650001525878906,2148.47998046875,57.33050155639648,10.0,60.7238,57.171,2272.45
29,2017-02-17,55.810001373291016,2128.2099609375,57.56650161743164,10.0,61.4951,57.8129,2300.29
30,2017-02-20,,2119.090087890625,58.31700134277344,10.0,61.6655,,2307.45
31,2017-02-21,56.65999984741211,2127.719970703125,57.91070175170898,10.0,61.0873,57.7996,2285.64
32,2017-02-22,55.84000015258789,2106.300048828125,57.39419937133789,10.0,60.5038,57.6304,2286.78
33,2017-02-23,56.58000183105469,,57.91949844360352,,,,
34,2017-02-24,55.9900016784668,2093.090087890625,57.73429870605469,,0.0,,
35,2017-02-27,55.93000030517578,2056.4599609375,58.36309814453125,10.0,61.1606,57.7892,2340.04
36,2017-02-28,55.59000015258789,2035.77001953125,58.18349838256836,10.0,61.3891,57.9931,2332.97
37,2017-03-01,55.59999847412109,2059.8701171875,58.35210037231445,10.0,61.3898,58.2521,2338.69
38,2017-03-02,55.08000183105469,2049.0,58.23630142211914,10.0,61.5661,58.5052,2334.69
39,2017-03-03,55.900001525878906,2056.889892578125,58.71979904174805,10.0,61.8521,58.7459,2327.25
40,2017-03-06,56.0099983215332,2047.4200439453125,58.1870002746582,10.0,61.6949,58.1765,2309.12
41,2017-03-07,55.91999816894531,2024.8399658203125,58.23329925537109,10.0,61.5459,58.1428,2292.23
42,2017-03-08,53.11000061035156,,58.13650131225586,,,,
43,2017-03-09,52.18999862670898,1974.239990234375,58.872501373291016,10.0,62.1641,59.0003,2278.48
44,2017-03-10,51.369998931884766,1973.9599609375,59.25690078735352,10.0,62.6924,59.0875,2278.09
45,2017-03-13,51.34999847412109,2000.1400146484373,59.06819915771485,10.0,63.1317,59.0681,2296.22
46,2017-03-14,50.91999816894531,2001.25,58.77439880371094,10.0,62.7562,59.1642,2281.23
47,2017-03-15,51.810001373291016,1992.5899658203125,59.18600082397461,10.0,62.7733,59.056,2284.9
48,2017-03-16,51.7400016784668,2014.3699951171875,58.38079833984375,10.0,62.313,58.1171,2295.03
49,2017-03-17,51.7599983215332,2036.9599609375,57.77019882202149,10.0,62.2569,57.8232,2288.71
50,2017-03-20,51.619998931884766,2042.719970703125,57.15409851074219,10.0,61.7478,57.4133,2270.87
51,2017-03-21,50.959999084472656,2048.070068359375,57.3036003112793,10.0,61.6886,57.1711,2267.05
52,2017-03-22,50.63999938964844,2061.530029296875,57.59049987792969,10.0,62.3823,57.8213,2309.07
53,2017-03-23,50.560001373291016,2051.0400390625,57.732398986816406,10.0,62.0716,57.5522,2307.87
54,2017-03-24,50.79999923706055,2039.77001953125,57.35449981689453,10.0,61.8529,57.2437,2296.73
55,2017-03-27,50.75,2013.1600341796875,56.96860122680664,9.75,61.79,56.8843,2304.33
56,2017-03-28,51.33000183105469,2032.5400390625,56.87839889526367,9.75,61.8631,56.9973,2294.86
57,2017-03-29,52.41999816894531,2023.7099609375,56.967899322509766,9.75,61.4741,56.9416,2297.02
58,2017-03-30,52.959999084472656,2021.8800048828125,56.65129852294922,9.75,60.5082,56.2928,2267.37
